Id,Start,Name,Impact,Currency
9e95303f-d8e1-4a8b-94d7-5ca42323049f,08/26/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
6d9af91a-fd64-47e4-83be-2f71d7810f5b,08/27/2020 00:00:00,Jackson Hole Symposium,HIGH,USD
a2347896-7863-495c-abc5-bdeaa32198da,08/27/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
6521b3a6-8614-464a-8e47-61cb0267902e,08/27/2020 12:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
66c15cd1-3a75-4e5b-b9e0-9c7860e31265,08/27/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
1c212473-e9c8-4a7d-bb1a-e1fb5e8134a5,08/27/2020 12:30:00,Gross Domestic Product Price Index,MEDIUM,USD
7254e544-191f-4b5f-92e4-dcc90055990b,08/27/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
47530351-b25c-469f-aad4-b44abf548cae,08/27/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
c2bead20-b3d6-4918-b4f7-6850dfbbca24,08/27/2020 12:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
1c7e3a47-4ecc-493e-ab19-4add6055f1bf,08/27/2020 13:10:00,Fed's Chair Powell speech,HIGH,USD
69e6e57d-a7f1-4206-bfda-fbe0956d7000,08/27/2020 14:00:00,Pending Home Sales (MoM),MEDIUM,USD
1f93b693-7d6d-47f6-bc94-82435427491f,08/27/2020 15:15:00,ECB's Lane speech,MEDIUM,EUR
4d4e5a1e-3608-4d93-949d-43ff47e0c13f,08/28/2020 00:00:00,Jackson Hole Symposium,HIGH,USD
88622002-a573-40a9-8220-ce18fc60d329,08/28/2020 09:00:00,Business Climate,MEDIUM,EUR
f47de859-eafa-43ac-95f0-5eb70431662e,08/28/2020 09:00:00,Consumer Confidence,MEDIUM,EUR
0052e1c5-7dec-4db0-a94b-6a328b3469a7,08/28/2020 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),MEDIUM,USD
4a40c89a-b6e1-4d8d-a6df-6b7dadef6105,08/28/2020 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
2e8f65dd-37fc-4015-bba5-24fe58b51e50,08/28/2020 12:30:00,Personal Income (MoM),MEDIUM,USD
c900a13c-1bc2-4c88-b6e9-ab810adadd07,08/28/2020 12:30:00,Personal Spending,MEDIUM,USD
03eef374-627b-40b8-b806-0e7cb02e3bda,08/28/2020 13:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
0c0b58d4-2103-4166-93f0-45955994f9a6,08/28/2020 14:00:00,Michigan Consumer Sentiment Index,MEDIUM,USD
7d86dca7-7da0-418b-a831-1c74311d048f,08/28/2020 14:00:00,UoM 5-year Consumer Inflation Expectation,MEDIUM,USD
2f9ed1cf-0be9-40dc-8ef7-5b90ed58348d,08/31/2020 13:00:00,Fed's Clarida speech,MEDIUM,USD
30b0259b-79e7-4574-aeb2-6ffbf1b2f2da,09/01/2020 07:30:00,ECB's De Guindos speech,MEDIUM,EUR
105fcef2-be05-4340-8bf7-7e933f3240ab,09/01/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
b41cd3c6-1474-4f87-b892-d42c09b0437e,09/01/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
c37bd398-dd69-4bc4-87a8-6926c6a4c80b,09/01/2020 09:00:00,Unemployment Rate,MEDIUM,EUR
75b4e0be-7b6a-4b45-93b6-5c43c06ab444,09/01/2020 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
32224ad9-4da1-44c4-8d4b-ee899ba5dae6,09/01/2020 14:00:00,ISM Manufacturing Employment Index,MEDIUM,USD
6d32f3b4-0d00-4ad1-a50b-9991f7114580,09/01/2020 14:00:00,ISM Manufacturing New Orders Index,MEDIUM,USD
6ca31d36-15bf-41bc-ad68-02531b4cedf1,09/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
35aaa570-3ad8-409c-a37c-3cac4e8eabae,09/01/2020 14:00:00,ISM Manufacturing Prices Paid,MEDIUM,USD
0fb65566-6307-4a4c-9777-54e0596047f0,09/01/2020 16:00:00,ECB's Lane speech,MEDIUM,EUR
c07f718a-0366-49ba-8ff3-4a9944a4ecb8,09/01/2020 17:00:00,Fed's Brainard speech,MEDIUM,USD
87ea2c4e-8847-46cf-87f2-a50180bd1e27,09/02/2020 12:15:00,ADP Employment Change,HIGH,USD
4eb19473-a010-4940-bf31-e7b18121be98,09/02/2020 14:00:00,Factory Orders (MoM),MEDIUM,USD
8cec4e64-dbbe-415e-8e75-0cc9e6d0bc88,09/02/2020 14:00:00,Fed's Williams speech,MEDIUM,USD
f2f73e12-7e14-4632-a210-9bb80f24d62a,09/02/2020 16:00:00,Fed's Mester speech,MEDIUM,USD
a504aef6-532f-4806-b38f-2c5e78d5f93b,09/02/2020 18:00:00,Fed's Beige Book,MEDIUM,USD
ade8f6ac-50bf-4800-8ec1-78ebee94103c,09/03/2020 08:00:00,HCOB Composite PMI,MEDIUM,EUR
39c34abc-6ca7-4484-aeac-fd53b7abfadd,09/03/2020 09:00:00,Retail Sales (MoM),MEDIUM,EUR
5cfdd2e9-bd30-4ac1-802a-49d921c8418a,09/03/2020 09:00:00,Retail Sales (YoY),HIGH,EUR
3bb2f8b7-6351-4bfc-8035-5f34a6c81117,09/03/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
b9d6ffc5-7dca-4e0d-8e81-5d0942300258,09/03/2020 12:30:00,Goods and Services Trade Balance,MEDIUM,USD
9b6058e9-9366-4ee7-a82d-f72068ad835c,09/03/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
402b1e3f-94ac-4526-a0fe-f0d1e2000cfd,09/03/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
703c9121-72e7-45da-93a0-9a6f1c8bab2a,09/03/2020 12:30:00,Nonfarm Productivity,MEDIUM,USD
26f0cfae-7c08-45a2-bbcf-23857312b191,09/03/2020 12:30:00,Unit Labor Costs,MEDIUM,USD
378efe9c-03bf-4385-acec-8453555aacd1,09/03/2020 13:45:00,S&P Global Composite PMI,MEDIUM,USD
41a1e26c-9690-4ffe-8a36-93fdff0990e6,09/03/2020 13:45:00,S&P Global Services PMI,MEDIUM,USD
0bdf5d7b-8a3b-482a-a252-396c9b854942,09/03/2020 14:00:00,ISM Services Employment Index,MEDIUM,USD
1b5c3ef6-fbb2-478c-8585-9aee638c556f,09/03/2020 14:00:00,ISM Services New Orders Index,MEDIUM,USD
9500a481-2789-46fa-a5ca-3277bc481563,09/03/2020 14:00:00,ISM Services PMI,HIGH,USD
bf0a4e6c-9c74-472f-8dd4-6f65f8b0ee82,09/03/2020 14:00:00,ISM Services Prices Paid,MEDIUM,USD
302e710f-0ea4-4e10-942e-b9db6f3c5654,09/03/2020 15:00:00,ECB's Schnabel speech,MEDIUM,EUR
c33f5fea-0fe2-45c8-aec9-5e099f478df5,09/04/2020 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
1934054f-634d-4898-a53d-d115f350a4a3,09/04/2020 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
6d9fcd31-81b2-446c-90ca-e43305f0910c,09/04/2020 12:30:00,Labor Force Participation Rate,MEDIUM,USD
680dbd33-9962-423e-a80f-81095de06390,09/04/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
8913c118-b4da-4256-b3d9-0c9391b783e4,09/04/2020 12:30:00,U6 Underemployment Rate,MEDIUM,USD
221f1811-8637-4266-83d4-80b2a54d0f70,09/04/2020 12:30:00,Unemployment Rate,MEDIUM,USD
871ae877-c190-4976-9da3-192c38bbd467,09/04/2020 15:00:00,ECB's Lane speech,MEDIUM,EUR
3e18093f-c447-4b19-bda6-9d8ac5718005,09/08/2020 09:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
a640f306-f36f-40bf-9569-8e52fe5ee958,09/08/2020 09:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
5c5e4198-c470-4879-8802-d367322b1a13,09/10/2020 11:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
1957589e-389a-4fb5-80c0-88e337ba65fc,09/10/2020 11:45:00,ECB Rate On Deposit Facility,HIGH,EUR
9197ecee-a827-4fa7-aa23-70bc0e90295e,09/10/2020 12:30:00,ECB Press Conference,HIGH,EUR
c1fb301d-3460-4bd9-9459-1b57e760621c,09/10/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
0e0f44df-891d-409a-aa89-8f963295b988,09/10/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
b00f3fb6-7191-4a7f-828b-b6f3d21a1718,09/10/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
f4f8cd84-7fc6-4d05-be17-a4b7f35da40f,09/10/2020 12:30:00,Producer Price Index ex Food & Energy (YoY),MEDIUM,USD
257e71a1-7e34-43f0-ba3a-d18676b664e0,09/10/2020 17:00:00,ECB's President Lagarde speech,HIGH,EUR
7cf94b3b-98ee-4ae3-ad9a-3b26e6cb5cf2,09/10/2020 19:00:00,President Trump speech,MEDIUM,USD
cfd248cd-6baa-4f09-ac2a-1b6282405aa0,09/11/2020 00:00:00,Eurogroup Meeting,MEDIUM,EUR
a575a31f-f01f-439f-ab5f-1a1393ac3907,09/11/2020 08:50:00,ECB's Schnabel speech,MEDIUM,EUR
4e7cc797-3fca-4b61-b6fe-78f90a8d8274,09/11/2020 12:00:00,ECB's Lane speech,MEDIUM,EUR
583d5ef1-f2d6-47bb-99c3-a3bb06e8d2f0,09/11/2020 12:30:00,Consumer Price Index (MoM),MEDIUM,USD
35eb1af8-1937-4d96-ac49-b9fc90873947,09/11/2020 12:30:00,Consumer Price Index (YoY),MEDIUM,USD
16feb79b-f9eb-413a-8f6a-cbb225bbc0cc,09/11/2020 12:30:00,Consumer Price Index Core s.a,MEDIUM,USD
29c93388-5755-4d8a-bdcc-cda117539e7f,09/11/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
55e9a21c-85a9-408f-9ab3-e077aa4e1673,09/11/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
1a3b4266-553d-475d-811f-71b0f38fab8a,09/11/2020 18:00:00,Monthly Budget Statement,MEDIUM,USD
2fd6a479-3046-4b6d-ba4b-f1d4141c8ca3,09/14/2020 09:00:00,Industrial Production s.a. (MoM),MEDIUM,EUR
a2d8ed9f-1a95-40f3-8891-f2530f852147,09/15/2020 09:00:00,Labor Cost,MEDIUM,EUR
1e4369e9-f701-4328-9e10-3c29bbd6951f,09/15/2020 09:00:00,ZEW Survey – Economic Sentiment,MEDIUM,EUR
253dbfec-9a60-4424-aff2-38163dbdf952,09/15/2020 13:15:00,Industrial Production (MoM),MEDIUM,USD
bc4eac00-f859-4633-8fe2-731cc4523449,09/16/2020 11:00:00,ECB's Lane speech,MEDIUM,EUR
86ee09f6-9298-4317-a17d-e72c5c963826,09/16/2020 12:30:00,Retail Sales (MoM),HIGH,USD
10154388-403d-4f76-9f8e-4472be392869,09/16/2020 12:30:00,Retail Sales Control Group,HIGH,USD
28dc67d9-6a01-402d-95de-bd35cc60c566,09/16/2020 12:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
39e14190-ef34-4267-9b11-821fdc48cdec,09/16/2020 18:00:00,Fed Interest Rate Decision,HIGH,USD
46022b49-60dd-447b-bbb7-d77d2a421631,09/16/2020 18:00:00,Fed Monetary Policy Statement,HIGH,USD
1e666912-60d0-4f4c-8c7f-7312964011a6,09/16/2020 18:00:00,FOMC Economic Projections,HIGH,USD
65987fa2-3f94-40d3-8e82-b4788c7097e1,09/16/2020 18:00:00,Interest Rate Projections - 1st year,HIGH,USD
e5dd931a-966b-495d-9e89-8b451f9f2f3e,09/16/2020 18:00:00,Interest Rate Projections - 2nd year,HIGH,USD
4fe59f16-42d4-4709-ac8c-ef771500032a,09/16/2020 18:00:00,Interest Rate Projections - 3rd year,HIGH,USD
6601966e-2065-41e5-a10e-4b990089c2bf,09/16/2020 18:00:00,Interest Rate Projections - Current,HIGH,USD
2ad06d84-1ac8-4ecb-ad20-d8909f8ae6ec,09/16/2020 18:00:00,Interest Rate Projections - Longer,HIGH,USD
8571d06e-89b3-4a5d-9f30-6b5167d7d7d2,09/16/2020 18:30:00,FOMC Press Conference,HIGH,USD
c4436c5e-cfbb-4c59-8234-e64bea7cd15e,09/17/2020 08:00:00,ECB's De Guindos speech,MEDIUM,EUR
452a2a40-2bf0-43dc-9f3e-cf2a308d2867,09/17/2020 09:00:00,Core Harmonized Index of Consumer Prices (MoM),MEDIUM,EUR
b8e544a7-199c-4725-bd50-85bd0447f0e8,09/17/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),MEDIUM,EUR
999dfccc-ca43-4bd7-a1a5-77d0b59bcc01,09/17/2020 09:00:00,Harmonized Index of Consumer Prices (MoM),MEDIUM,EUR
a8b2bd46-d295-473b-a2d8-8498a1f2428b,09/17/2020 10:00:00,OPEC Meeting,MEDIUM,USD
814b0b28-0d81-41cd-ad75-1035daaa54a2,09/17/2020 12:30:00,Building Permits (MoM),MEDIUM,USD
794a300b-02c9-48c2-b17f-dd6d0b8715e9,09/17/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
cd2035ba-ba99-4e38-8c80-95df2e0f7885,09/17/2020 12:30:00,Housing Starts (MoM),MEDIUM,USD
f478f82d-b534-45fb-9e4b-d7d234b836f6,09/17/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
9f14cb74-beef-4a15-81f6-294f37385714,09/17/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
eb460abc-d746-4aac-91fa-59a505d639b4,09/17/2020 12:30:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
d19c226c-d720-4bbb-9fba-f52d94843c6b,09/18/2020 09:15:00,ECB's De Guindos speech,MEDIUM,EUR
8eb20b9c-d2d5-45cf-9468-135cf9aa8d23,09/18/2020 14:00:00,ECB's Schnabel speech,MEDIUM,EUR
b680764e-34ca-4aed-bb6d-d8e47ee42d79,09/18/2020 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
1e7b6823-b0a0-4d36-90e3-197f7138528a,09/18/2020 14:00:00,UoM 5-year Consumer Inflation Expectation,MEDIUM,USD
085952db-0eff-453b-8762-3d17c5a89ab4,09/21/2020 12:25:00,ECB's President Lagarde speech,HIGH,EUR
88198488-84d5-497e-9d54-8e9891b31ec9,09/21/2020 12:30:00,"Chicago Fed National Activity Index ",MEDIUM,USD
cf1b651a-93a0-405d-a9f4-63441045c9b5,09/21/2020 14:00:00,Fed's Chair Powell speech,HIGH,USD
b36bbf08-7f70-4a19-ba73-c753fb21cfd4,09/21/2020 16:00:00,Fed's Brainard speech,MEDIUM,USD
65a24baa-91f6-4e98-9f03-317416845d56,09/21/2020 22:00:00,Fed's Williams speech,MEDIUM,USD
204d8bee-12d5-4615-9093-f5652bdac6c5,09/22/2020 12:00:00,ECB's Panetta speech,MEDIUM,EUR
77907f84-4d52-4e7e-87b2-394434cac8c3,09/22/2020 14:00:00,Consumer Confidence,MEDIUM,EUR
aa94e99a-3318-4c1d-9df6-25ab9ef48e76,09/22/2020 14:00:00,Existing Home Sales (MoM),MEDIUM,USD
28f54bbe-757b-4fbc-ab47-89b3facaf5ed,09/22/2020 14:30:00,Fed's Chair Powell testifies,HIGH,USD
7210e443-179c-46c8-b805-7e3dc9fbd145,09/23/2020 08:00:00,HCOB Composite PMI,HIGH,EUR
a6bd5cd0-bf82-4e09-a6a1-669a87dfaba0,09/23/2020 08:00:00,HCOB Manufacturing PMI,MEDIUM,EUR
9e9f079c-0a5f-4289-80d8-a0899fe6a9de,09/23/2020 08:00:00,HCOB Services PMI,MEDIUM,EUR
dc50bafd-7f1c-4bab-91b2-46a58930ef9c,09/23/2020 13:00:00,Fed's Mester speech,MEDIUM,USD
359f0d9c-9b4d-424f-8ee9-cdef21a649f6,09/23/2020 13:00:00,Housing Price Index (MoM),MEDIUM,USD
a93c3be0-e935-4a7c-83a2-39e878b70245,09/23/2020 13:45:00,S&P Global Composite PMI,MEDIUM,USD
f75efeaf-411b-4038-b2f8-ab67e58b51f3,09/23/2020 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
369c0c7d-75fa-4f47-beb3-31258f981945,09/23/2020 13:45:00,S&P Global Services PMI,MEDIUM,USD
abfc9a69-29c4-4e69-bc1d-164f9adf011a,09/23/2020 14:00:00,Fed's Chair Powell testifies,HIGH,USD
d9abd49f-5997-475b-bce0-3b161b72d7ff,09/23/2020 18:00:00,Fed's Quarles speech,MEDIUM,USD
a6203904-6cc2-4b3a-ae4a-12eab5026bb6,09/24/2020 08:00:00,Economic Bulletin,MEDIUM,EUR
8cae2d9c-d69f-422d-9a8b-c806bc480aa8,09/24/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
66489291-2954-439e-b74f-ea6a7cd9b326,09/24/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
88dc8427-8d4c-4310-b471-1fb5e5d4613c,09/24/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
ab80b449-a442-469a-8c67-a364fe50a313,09/24/2020 14:00:00,Fed's Chair Powell testifies,HIGH,USD
2917e7a7-efe6-4527-bf15-c04d3a90b4f6,09/24/2020 14:00:00,New Home Sales (MoM),MEDIUM,USD
fd41a52f-2c12-4891-86f8-9959a555ecf1,09/24/2020 14:00:00,Treasury Sec Mnuchin speech,HIGH,USD
0f714654-0da0-4a44-8c03-65bf89674837,09/24/2020 18:00:00,Fed's Williams speech,MEDIUM,USD
df5be007-c846-472e-9654-1a760fada4b6,09/25/2020 12:30:00,Durable Goods Orders,HIGH,USD
c83a475b-ef46-4b32-b0b8-538254e40870,09/25/2020 12:30:00,Durable Goods Orders ex Defense,MEDIUM,USD
d3a44d7c-4968-4fd7-9244-ad4bddfd4e46,09/25/2020 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
e5e4645b-1083-47b9-8d7d-8596f3d17011,09/25/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
22c84915-8720-4ee7-a47c-f4c61b1a1268,09/25/2020 19:10:00,Fed's Williams speech,MEDIUM,USD
9e07c181-5dc0-4d0f-b3fc-8fdca430f91e,09/28/2020 13:45:00,ECB's President Lagarde speech,HIGH,EUR
47ebd54c-59c3-4185-8e15-16fd912408bd,09/29/2020 09:00:00,Business Climate,MEDIUM,EUR
15858d66-217e-43c4-9714-9bf25ec5331b,09/29/2020 09:00:00,Consumer Confidence,MEDIUM,EUR
1234a7ac-cdb9-405f-a50c-e4040ea55dd2,09/29/2020 13:00:00,S&P/Case-Shiller Home Price Indices (YoY),MEDIUM,USD
abb526d1-e3b9-4022-8526-fea43c2421b2,09/29/2020 13:15:00,Fed's Williams speech,MEDIUM,USD
03528fd0-450a-4572-904f-730ccceb0951,09/29/2020 14:00:00,Consumer Confidence,MEDIUM,USD
c700af8b-fa94-4072-9ce2-52607a7e913b,09/29/2020 15:40:00,Fed's Clarida speech,MEDIUM,USD
7f84a9c0-80e2-4285-90bd-dcde9952db70,09/29/2020 17:00:00,Fed's Quarles speech,MEDIUM,USD
6ce7b117-4942-4299-a7af-d98e3d682c37,09/29/2020 17:00:00,Fed's Williams speech,MEDIUM,USD
e59e38b2-95c8-4270-82f0-1acf044442ed,09/29/2020 19:00:00,Fed's Quarles speech,MEDIUM,USD
212cb5b3-14b7-468b-b641-9f264abecb33,09/30/2020 01:00:00,Presidential Debate,HIGH,USD
9f7c4561-1d05-4f21-bac0-f5179cb59dd0,09/30/2020 07:20:00,ECB's President Lagarde speech,HIGH,EUR
6778438b-2fe2-4b09-8abc-1050f5da8701,09/30/2020 09:45:00,ECB's Mersch speech,MEDIUM,EUR
ad135575-babb-466c-a6c2-fb7f324a4829,09/30/2020 12:15:00,ADP Employment Change,HIGH,USD
36224bfd-1f25-48b6-8367-e8f025305eba,09/30/2020 12:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
df41bcc3-6395-4954-ac6a-912ee9207785,09/30/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
f9cb6b65-6f54-436f-bbbd-29464d7b30c0,09/30/2020 12:30:00,Gross Domestic Product Price Index,MEDIUM,USD
2811508a-f5da-4d8a-99be-03baa2748ce5,09/30/2020 12:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
eafab89a-f92e-4e85-8e98-cd34fab40ce6,09/30/2020 13:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
d486b61a-2cbd-413a-a32f-293e5cc57eb5,09/30/2020 14:00:00,Fed Index of Common Inflation Expectations,MEDIUM,USD
b9b47978-225d-476c-9423-5cbdc215484d,09/30/2020 14:00:00,Pending Home Sales (MoM),MEDIUM,USD
bc0c4965-d219-43bd-8303-052bda33aa4c,09/30/2020 17:40:00,Fed's Bowman speech,MEDIUM,USD
80d13b0f-acfe-46c8-8660-20a101e78f14,10/01/2020 00:00:00,EU Leaders Special Summit,HIGH,EUR
244bac11-5a43-46bf-988f-7aec2fe0fc61,10/01/2020 09:00:00,Unemployment Rate,MEDIUM,EUR
e3a6cad6-8cf0-4944-a508-30007f169e29,10/01/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
970b9c8c-85eb-4046-b8f1-ce3f475b6428,10/01/2020 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),MEDIUM,USD
f680564f-b10a-4a28-a16e-eee6eb8ca030,10/01/2020 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),MEDIUM,USD
5259fc9c-f160-40bb-bcd0-bd9a30fa38ea,10/01/2020 12:30:00,Initial Jobless Claims,MEDIUM,USD
e11973f0-f903-43c6-971c-e8ed8fb09f3e,10/01/2020 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
518ba575-f90d-4b8a-984a-c8202e986fdb,10/01/2020 12:30:00,Personal Income (MoM),MEDIUM,USD
5550e7fb-0ec3-4fae-9d5d-9a0dcd220bc7,10/01/2020 12:30:00,Personal Spending,MEDIUM,USD
725561b2-cf7d-4f57-bd49-37b657e8acf9,10/01/2020 13:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
5c9f4939-5fe4-4072-9f35-5f6f306950f1,10/01/2020 14:00:00,ISM Manufacturing Employment Index,MEDIUM,USD
7b8463b6-d614-49e8-a764-341e0d86e8f9,10/01/2020 14:00:00,ISM Manufacturing New Orders Index,MEDIUM,USD
328f7c09-1fe4-4e1f-a2a2-9526981d356e,10/01/2020 14:00:00,ISM Manufacturing PMI,HIGH,USD
9a8c01f8-f25b-4f7a-b67b-defa590c1c62,10/01/2020 14:00:00,ISM Manufacturing Prices Paid,MEDIUM,USD
f2b72cc1-bf16-40ab-92ca-a612a1fc512e,10/01/2020 15:00:00,Fed's Williams speech,MEDIUM,USD
1d607fe2-10c0-46a6-b25e-efba291bee73,10/01/2020 15:45:00,ECB's Lane speech,MEDIUM,EUR
2db7d413-1956-47ea-ad2c-c52350c9f92b,10/02/2020 00:00:00,EU Leaders Special Summit,HIGH,EUR
0b4ee6a1-0c24-40ce-b22d-1ca6a3d55822,10/02/2020 09:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
77f120aa-f26f-4837-a424-e5c1ca94d364,10/02/2020 09:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
82108f0b-1206-4e66-8c9b-84db4a381fdb,10/02/2020 10:00:00,ECB's De Guindos speech,MEDIUM,EUR
67847b58-30d0-41ba-9678-1bc31a7b75f8,10/02/2020 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
eee0b72f-3570-417c-b7b7-5a43b7a0ed72,10/02/2020 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
c038b5c6-99d5-4a6d-85d0-9afb27f0aa09,10/02/2020 12:30:00,Labor Force Participation Rate,MEDIUM,USD
44511324-d8f0-443e-b1c4-85eb5acd5154,10/02/2020 12:30:00,Nonfarm Payrolls,HIGH,USD
485d8f35-a42d-406d-86be-4e6eeabe4f0a,10/02/2020 12:30:00,U6 Underemployment Rate,MEDIUM,USD
c36c3bcf-0738-4051-ad6c-5846afd72c95,10/02/2020 12:30:00,Unemployment Rate,MEDIUM,USD
638bcaf6-7c59-48b7-acf1-468285a8d2f4,10/02/2020 14:00:00,Factory Orders (MoM),MEDIUM,USD
f95b47d3-674a-4b10-9bbd-63edb7449df8,10/02/2020 14:00:00,Michigan Consumer Sentiment Index,MEDIUM,USD
cf2dcdfb-b272-4da4-8e74-a1defd32079e,10/02/2020 14:00:00,UoM 5-year Consumer Inflation Expectation,MEDIUM,USD
16209cb7-1085-4f6a-87cc-dbf114665172,10/05/2020 00:00:00,Eurogroup Meeting,MEDIUM,EUR
59b50a2f-b1bf-459c-bb89-83977ebd5a93,10/05/2020 08:00:00,HCOB Composite PMI,MEDIUM,EUR
29f91ae5-a453-4777-bd6b-3e5e593b3caa,10/05/2020 09:00:00,Retail Sales (MoM),MEDIUM,EUR
6e75a4da-b0b5-4cb9-be2f-2366389b3c0d,10/05/2020 09:00:00,Retail Sales (YoY),HIGH,EUR
05a14c39-7238-49f2-b533-42882198d0ea,10/05/2020 13:45:00,S&P Global Composite PMI,MEDIUM,USD
2366a013-4067-480f-aab2-0a68c64edd1c,10/05/2020 13:45:00,S&P Global Services PMI,MEDIUM,USD
18472b81-57de-41e4-aef8-de39a91485db,10/05/2020 14:00:00,ISM Services Employment Index,MEDIUM,USD
69889109-4709-46a4-857b-7c907643e35a,10/05/2020 14:00:00,ISM Services New Orders Index,MEDIUM,USD
6074280d-78f0-4a0f-84eb-352a31a49352,10/05/2020 14:00:00,ISM Services PMI,HIGH,USD
eec277fd-82c8-4baf-8730-5e1f80cbae82,10/05/2020 14:00:00,ISM Services Prices Paid,MEDIUM,USD
1a2e45c7-dc79-4020-b79d-655fcb7de11b,10/06/2020 07:00:00,EcoFin Meeting,MEDIUM,EUR
5b1a1501-3bbd-4d62-8b87-86f0e9cacee9,10/06/2020 12:30:00,Goods and Services Trade Balance,MEDIUM,USD
aa579aa0-b7b3-4f3d-a102-f6b831c5f521,10/06/2020 13:00:00,ECB's President Lagarde speech,HIGH,EUR
e35c5a99-65b4-4dd6-ab49-f043228c302b,10/06/2020 14:40:00,Fed's Chair Powell speech,HIGH,USD
3fa6ced3-a634-48d7-a3e4-c6067cd88cc7,10/06/2020 15:30:00,ECB's Lane speech,MEDIUM,EUR
89890753-337f-4318-b4cd-cbfe7dcafd73,10/07/2020 12:10:00,ECB's President Lagarde speech,HIGH,EUR
f650b974-6214-4724-bbb2-e8f2c6108ed9,10/07/2020 18:00:00,Fed's Williams speech,MEDIUM,USD
4223eb1a-a83d-408b-8b07-22676e33af10,10/07/2020 18:00:00,FOMC Minutes,HIGH,USD
6f3478a7-9b60-4022-ab73-38351c338231,10/07/2020 19:00:00,Fed's Williams speech,MEDIUM,USD
60c5b6f2-c808-4a33-920f-9f7efa7bcdc0,10/08/2020 01:00:00,Vice-Presidential Debate,MEDIUM,USD
602ef201-fa93-4677-a134-1a3cd62312e6,10/08/2020 08:00:00,ECB's De Guindos speech,MEDIUM,EUR
2a83d24d-7761-427c-a7af-7eb0b52c9c0e,10/08/2020 10:15:00,ECB's Mersch speech,MEDIUM,EUR
8f9d79ea-7071-40a7-9a24-bc98e4ce82ad,10/08/2020 11:30:00,ECB Monetary Policy Meeting Accounts,MEDIUM,EUR
4a8767a1-9755-4335-9507-c4c18000f2f8,10/08/2020 12:30:00,Continuing Jobless Claims,MEDIUM,USD
